Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
DRL01,195.0,Regular,77108099.0,Soft Drinks,2328958,OUT013,1987,High,Tier 3,Supermarket Type1,56086992
FDQ56,659.0,Low Fat,106027474.0,Fruits and Vegetables,839908,OUT018,2009,Medium,Tier 3,Supermarket Type2,14261436
FDH08,751.0,Low Fat,1742908.0,Fruits and Vegetables,229601,OUT046,1997,Small,Tier 1,Supermarket Type1,6201927
NCQ06,588.0,Low Fat,73229342.0,Household,2541014,OUT019,1985,Small,Tier 1,Grocery Store,2550014
FDG16,751.5,Low Fat,157257637.0,Frozen Foods,2150192,OUT019,1985,Small,Tier 1,Grocery Store,1078596
FDZ40,751.5,Low Fat,39988162.0,Frozen Foods,557298,OUT027,1985,Medium,Tier 3,Supermarket Type3,10246662
FDY51,125.0,Low Fat,81119484.0,Meat,2200798,OUT035,2004,Small,Tier 2,Supermarket Type1,13222788
NCN41,17.0,Low Fat,52421981.0,Health and Hygiene,123773,OUT018,2009,Medium,Tier 3,Supermarket Type2,123173
NCM17,196.0,Low Fat,70791391.0,Health and Hygiene,464086,OUT027,1985,Medium,Tier 3,Supermarket Type3,2007387
FDP39,1265.0,Low Fat,69817659.0,Meat,535324,OUT017,2007,Small,Tier 2,Supermarket Type1,8309184
FDZ08,125.0,Regular,109971578.0,Fruits and Vegetables,827592,OUT035,2004,Small,Tier 2,Supermarket Type1,5779144
FDU03,187.0,Regular,91950972.0,Meat,1842292,OUT018,2009,Medium,Tier 3,Supermarket Type2,12770044
FDZ49,11.0,Regular,133145617.0,Canned,2184798,OUT046,1997,Small,Tier 1,Supermarket Type1,2203798
NCX30,588.0,Low Fat,46609281.0,Household,2486776,OUT019,1985,Small,Tier 1,Grocery Store,4953552
FDV08,735.0,Low Fat,28652919.0,Fruits and Vegetables,405454,OUT045,2002,Small,Tier 2,Supermarket Type1,5452902
FDB15,10895.0,Low Fat,136696892.0,Dairy,2645568,OUT013,1987,High,Tier 3,Supermarket Type1,55367928
FDY49,172.0,Regular,12002075.0,Canned,1653184,OUT013,1987,High,Tier 3,Supermarket Type1,9907104
FDF24,155.0,Regular,25513973.0,Baking Goods,837934,OUT017,2007,Small,Tier 2,Supermarket Type1,14740812
DRK47,7905.0,Low Fat,64194304.0,Hard Drinks,2294694,OUT045,2002,Small,Tier 2,Supermarket Type1,20553246
DRD37,98.0,Low Fat,13920032.0,Soft Drinks,45006,OUT017,2007,Small,Tier 2,Supermarket Type1,792302
FDH40,116.0,Regular,79251097.0,Frozen Foods,792276,OUT018,2009,Medium,Tier 3,Supermarket Type2,6498208
FDL12,678.0,Regular,121043709.0,Baking Goods,59422,OUT027,1985,Medium,Tier 3,Supermarket Type3,1078596
FDW11,655.0,Low Fat,48545853.0,Breads,601194,OUT027,1985,Medium,Tier 3,Supermarket Type3,11145492
NCE06,5825.0,Low Fat,91467933.0,Household,1597894,OUT035,2004,Small,Tier 2,Supermarket Type1,12943152
FDF32,1635.0,Low Fat,67329353.55021834,Fruits and Vegetables,1963426,OUT018,2009,Medium,Tier 3,Supermarket Type2,13841982
DRI47,147.0,Low Fat,20916223.0,Hard Drinks,1418128,OUT035,2004,Small,Tier 2,Supermarket Type1,18695664
DRA12,116.0,Low Fat,65169154.35036496,Soft Drinks,1419154,OUT035,2004,Small,Tier 2,Supermarket Type1,9927078
FDX45,1675.0,Low Fat,104768536.0,Snack Foods,155163,OUT013,1987,High,Tier 3,Supermarket Type1,2972797
FDR35,125.0,Low Fat,20680499.0,Breads,1972742,OUT013,1987,High,Tier 3,Supermarket Type1,25879646
FDK03,126.0,Regular,123727659.0,Dairy,2530356,OUT010,1998,Small,Tier 3,Grocery Store,2543356
NCJ18,1235.0,Low Fat,163805509.0,Household,1176124,OUT013,1987,High,Tier 3,Supermarket Type1,39109092
FDN48,1335.0,Low Fat,65082452.0,Baking Goods,930804,OUT045,2002,Small,Tier 2,Supermarket Type1,21132492
FDZ59,678.0,Regular,182128363.0,Baking Goods,16565,OUT019,1985,Small,Tier 1,Grocery Store,6658
FDB57,206.0,Regular,1871404.0,Fruits and Vegetables,2234772,OUT027,1985,Medium,Tier 3,Supermarket Type3,71160704
DRP35,801.0,Low Fat,159096908.0,Hard Drinks,1293336,OUT019,1985,Small,Tier 1,Grocery Store,1278336
FDZ59,663.0,Regular,103935018.0,Baking Goods,16685,OUT013,1987,High,Tier 3,Supermarket Type1,53264
FDU58,661.0,Regular,29129907.0,Snack Foods,1884898,OUT018,2009,Medium,Tier 3,Supermarket Type2,4677245
FDL09,196.0,Regular,128011859.0,Snack Foods,1668816,OUT035,2004,Small,Tier 2,Supermarket Type1,18455976
FDY38,136.0,Regular,119850541.0,Dairy,23453,OUT017,2007,Small,Tier 2,Supermarket Type1,652484
FDI46,742.0,Low Fat,73985248.0,Snack Foods,2525724,OUT027,1985,Medium,Tier 3,Supermarket Type3,32717412
FDL03,1925.0,Regular,27233781.0,Meat,197511,OUT017,2007,Small,Tier 2,Supermarket Type1,982055
DRC25,696.0,Low Fat,79440262.0,Soft Drinks,867882,OUT019,1985,Small,Tier 1,Grocery Store,858882
FDU60,20.0,Regular,60022526.0,Baking Goods,1687132,OUT045,2002,Small,Tier 2,Supermarket Type1,64263016
FDP25,197.0,Low Fat,2110482.0,Canned,2170824,OUT027,1985,Medium,Tier 3,Supermarket Type3,67698544
FDO57,2075.0,Low Fat,181958524.0,Snack Foods,1610578,OUT010,1998,Small,Tier 3,Grocery Store,4813734
FDQ09,7235.0,Low Fat,58222587.0,Snack Foods,1148834,OUT049,1999,Medium,Tier 1,Supermarket Type1,33403186
NCY05,196.0,Low Fat,54723717.0,Health and Hygiene,366874,OUT027,1985,Medium,Tier 3,Supermarket Type3,1058622
FDA20,678.0,Low Fat,66724663.0,Fruits and Vegetables,187724,OUT049,1999,Medium,Tier 1,Supermarket Type1,1491392
FDF16,73.0,Low Fat,144167934.0,Frozen Foods,1463076,OUT010,1998,Small,Tier 3,Grocery Store,8868456
NCG07,123.0,Low Fat,52458358.0,Household,188753,OUT013,1987,High,Tier 3,Supermarket Type1,379506
FDR46,1685.0,Low Fat,139985583.0,Snack Foods,145276,OUT018,2009,Medium,Tier 3,Supermarket Type2,2490092
FDP22,1465.0,Regular,99286298.0,Snack Foods,498666,OUT049,1999,Medium,Tier 1,Supermarket Type1,5639326
FDL45,156.0,Low Fat,37680711.0,Snack Foods,1237704,OUT035,2004,Small,Tier 2,Supermarket Type1,312926
NCF42,1735.0,Low Fat,168064909.0,Household,1762712,OUT018,2009,Medium,Tier 3,Supermarket Type2,12303984
FDD04,16.0,Low Fat,90111173.0,Dairy,1413154,OUT049,1999,Medium,Tier 1,Supermarket Type1,32617542
FDC45,17.0,Low Fat,136286138.0,Fruits and Vegetables,1709106,OUT018,2009,Medium,Tier 3,Supermarket Type2,11977742
FDI40,115.0,Regular,125857678.0,Frozen Foods,1005358,OUT045,2002,Small,Tier 2,Supermarket Type1,21112518
FDQ11,5695.0,Regular,67700925.0,Breads,2565988,OUT046,1997,Small,Tier 1,Supermarket Type1,20559904
DRM48,152.0,Low Fat,112896669.0,Soft Drinks,360848,OUT046,1997,Small,Tier 1,Supermarket Type1,11931136
FDS12,91.0,Low Fat,173973652.0,Baking Goods,1265362,OUT013,1987,High,Tier 3,Supermarket Type1,17617068
FDR46,1685.0,Low Fat,65093851.71466431,Snack Foods,146076,OUT017,2007,Small,Tier 2,Supermarket Type1,2636568
NCO02,1115.0,Low Fat,73516952.0,Others,659142,OUT045,2002,Small,Tier 2,Supermarket Type1,7909704
FDQ52,17.0,Low Fat,119285634.0,Frozen Foods,2474434,OUT013,1987,High,Tier 3,Supermarket Type1,29801208
FDY28,747.0,Regular,153011599.0,Frozen Foods,2152218,OUT017,2007,Small,Tier 2,Supermarket Type1,34195488
FDE32,207.0,Low Fat,4875891.0,Fruits and Vegetables,373506,OUT046,1997,Small,Tier 1,Supermarket Type1,8349132
FDJ58,156.0,Regular,105276162.0,Snack Foods,1732764,OUT035,2004,Small,Tier 2,Supermarket Type1,37790808
FDJ27,177.0,Regular,122123201.0,Meat,1007674,OUT045,2002,Small,Tier 2,Supermarket Type1,8149392
NCM18,13.0,Low Fat,82970667.0,Household,600194,OUT049,1999,Medium,Tier 1,Supermarket Type1,11145492
FDA02,14.0,Regular,29782937.0,Dairy,1463786,OUT045,2002,Small,Tier 2,Supermarket Type1,8668716
FDT26,1885.0,Regular,67953506.0,Dairy,119044,OUT046,1997,Small,Tier 1,Supermarket Type1,239688
DRD60,157.0,Low Fat,3722507.0,Soft Drinks,1824634,OUT035,2004,Small,Tier 2,Supermarket Type1,19993974
NCR18,1585.0,Low Fat,20487625.0,Household,440112,OUT046,1997,Small,Tier 1,Supermarket Type1,4687232
FDO27,6175.0,Regular,179077475.0,Meat,943752,OUT046,1997,Small,Tier 1,Supermarket Type1,13422528
FDP25,197.0,Low Fat,37131628.0,Canned,2164824,OUT019,1985,Small,Tier 1,Grocery Store,2183824
FDQ51,16.0,Regular,17547958.0,Meat,483718,OUT035,2004,Small,Tier 2,Supermarket Type1,6145334
NCH07,1315.0,Low Fat,93191195.0,Household,1581604,OUT017,2007,Small,Tier 2,Supermarket Type1,14261436
FDP44,165.0,Regular,79875237.0,Fruits and Vegetables,1027332,OUT045,2002,Small,Tier 2,Supermarket Type1,1537998
NCP55,1465.0,Low Fat,1125332.0,Others,570614,OUT017,2007,Small,Tier 2,Supermarket Type1,9394438
FDO09,135.0,Regular,125170423.0,Snack Foods,261491,OUT013,1987,High,Tier 3,Supermarket Type1,3418883
FDP38,101.0,Low Fat,32152004.0,Canned,506008,OUT049,1999,Medium,Tier 1,Supermarket Type1,4048064
FDI48,1185.0,Regular,56033565.0,Baking Goods,514666,OUT017,2007,Small,Tier 2,Supermarket Type1,9740654
FDS58,9285.0,Regular,21049215.0,Snack Foods,1610578,OUT045,2002,Small,Tier 2,Supermarket Type1,2406867
FDJ55,128.0,Regular,23526504.0,Meat,2235404,OUT035,2004,Small,Tier 2,Supermarket Type1,562601
NCF06,6235.0,Low Fat,20229757.0,Household,2608962,OUT049,1999,Medium,Tier 1,Supermarket Type1,59569126
FDF41,1215.0,Low Fat,131445848.0,Frozen Foods,246846,OUT045,2002,Small,Tier 2,Supermarket Type1,6404996
NCL05,196.0,Low Fat,83862625.0,Health and Hygiene,44077,OUT019,1985,Small,Tier 1,Grocery Store,216385
FDT24,1235.0,Regular,18614827.0,Baking Goods,782328,OUT049,1999,Medium,Tier 1,Supermarket Type1,1158492
FDK08,9195.0,Regular,204713036.0,Fruits and Vegetables,1010016,OUT010,1998,Small,Tier 3,Grocery Store,2024032
FDU55,162.0,Low Fat,36057562.0,Fruits and Vegetables,2603278,OUT018,2009,Medium,Tier 3,Supermarket Type2,23429502
NCY18,7285.0,Low Fat,31327839.0,Household,1746054,OUT017,2007,Small,Tier 2,Supermarket Type1,29767918
FDS11,705.0,Regular,55558509.0,Breads,2247088,OUT046,1997,Small,Tier 1,Supermarket Type1,31319232
FDC28,751.5,Low Fat,64515372.33913043,Frozen Foods,1099254,OUT019,1985,Small,Tier 1,Grocery Store,1085254
FDR59,145.0,Regular,63863551.0,Breads,2623594,OUT046,1997,Small,Tier 1,Supermarket Type1,44482098
DRE15,1335.0,Low Fat,69237959.17391305,Dairy,757012,OUT017,2007,Small,Tier 2,Supermarket Type1,14421228
FDP19,115.0,Low Fat,67329353.55021834,Fruits and Vegetables,1284652,OUT049,1999,Medium,Tier 1,Supermarket Type1,28416344
DRN47,121.0,Low Fat,16852909.0,Hard Drinks,180666,OUT049,1999,Medium,Tier 1,Supermarket Type1,2876256
FDJ34,118.0,Regular,94037241.0,Snack Foods,1245704,OUT018,2009,Medium,Tier 3,Supermarket Type2,10013632
FDX21,705.0,Low Fat,85312137.0,Snack Foods,1074912,OUT018,2009,Medium,Tier 3,Supermarket Type2,9827208
FDI57,1775.0,Low Fat,53764023.0,Seafood,1957768,OUT027,1985,Medium,Tier 3,Supermarket Type3,35473824
NCI42,1875.0,Low Fat,10365546.0,Household,2070954,OUT046,1997,Small,Tier 1,Supermarket Type1,3125931
FDL03,1925.0,Regular,27135522.0,Meat,196311,OUT045,2002,Small,Tier 2,Supermarket Type1,3142576
FDX37,162.0,Low Fat,64037918.62012987,Canned,10057,OUT013,1987,High,Tier 3,Supermarket Type1,139818
FDW57,831.0,Regular,116148596.0,Snack Foods,1760028,OUT018,2009,Medium,Tier 3,Supermarket Type2,442757
FDX14,131.0,Low Fat,75363922.0,Dairy,738354,OUT017,2007,Small,Tier 2,Supermarket Type1,19561204
FDD09,135.0,Low Fat,21496403.0,Fruits and Vegetables,1805976,OUT046,1997,Small,Tier 1,Supermarket Type1,30786592
FDM09,1115.0,Regular,85931544.0,Snack Foods,169679,OUT046,1997,Small,Tier 1,Supermarket Type1,1018674
NCW54,75.0,Low Fat,96806008.0,Household,562588,OUT018,2009,Medium,Tier 3,Supermarket Type2,6871056
DRL11,801.0,Low Fat,4778563.0,Hard Drinks,1565946,OUT027,1985,Medium,Tier 3,Supermarket Type3,37870704
FDJ58,156.0,Regular,105725004.0,Snack Foods,1699764,OUT018,2009,Medium,Tier 3,Supermarket Type2,27484224
FDX21,742.0,Low Fat,148764535.0,Snack Foods,1111912,OUT019,1985,Small,Tier 1,Grocery Store,1091912
FDA20,678.0,Low Fat,66997921.0,Fruits and Vegetables,186524,OUT017,2007,Small,Tier 2,Supermarket Type1,2609936
FDL34,16.0,Low Fat,40938155.0,Snack Foods,1411496,OUT035,2004,Small,Tier 2,Supermarket Type1,45167872
FDL38,197.0,Regular,14661762.0,Canned,891172,OUT027,1985,Medium,Tier 3,Supermarket Type3,23196472
DRL11,105.0,Low Fat,48213766.0,Hard Drinks,1596946,OUT018,2009,Medium,Tier 3,Supermarket Type2,36292758
FDO40,171.0,Low Fat,32761024.0,Frozen Foods,1488392,OUT018,2009,Medium,Tier 3,Supermarket Type2,20879488
DRZ24,7535.0,Low Fat,65169154.35036496,Soft Drinks,121644,OUT045,2002,Small,Tier 2,Supermarket Type1,1557972
FDM52,151.0,Low Fat,25988508.0,Frozen Foods,1466076,OUT035,2004,Small,Tier 2,Supermarket Type1,23649216
FDM52,151.0,Low Fat,26140452.0,Frozen Foods,1490076,OUT017,2007,Small,Tier 2,Supermarket Type1,41386128
FDV49,10.0,Low Fat,25932408.0,Canned,2647226,OUT018,2009,Medium,Tier 3,Supermarket Type2,31718712
FDF47,2085.0,Low Fat,98170402.0,Starchy Foods,2240746,OUT017,2007,Small,Tier 2,Supermarket Type1,2243746
FDF56,167.0,Regular,119439636.0,Fruits and Vegetables,1821976,OUT035,2004,Small,Tier 2,Supermarket Type1,7243904
FDW12,8315.0,Regular,59540542.0,Baking Goods,1436444,OUT010,1998,Small,Tier 3,Grocery Store,1451444
FDY09,742.0,Low Fat,44122209.0,Snack Foods,1738054,OUT019,1985,Small,Tier 1,Grocery Store,1751054
FDY55,1675.0,Low Fat,81304829.0,Fruits and Vegetables,2584988,OUT035,2004,Small,Tier 2,Supermarket Type1,41119808
FDU36,678.0,Low Fat,81014461.0,Baking Goods,988384,OUT019,1985,Small,Tier 1,Grocery Store,492692
NCR06,125.0,Low Fat,6775667.0,Household,429112,OUT049,1999,Medium,Tier 1,Supermarket Type1,10226688
FDW24,68.0,Low Fat,3749705.0,Baking Goods,499034,OUT046,1997,Small,Tier 1,Supermarket Type1,1944136
FDF16,73.0,Low Fat,86060695.0,Frozen Foods,1498076,OUT013,1987,High,Tier 3,Supermarket Type1,28083444
NCR18,1585.0,Low Fat,20519478.0,Household,425112,OUT049,1999,Medium,Tier 1,Supermarket Type1,852224
DRD01,121.0,Regular,61163967.0,Soft Drinks,565614,OUT035,2004,Small,Tier 2,Supermarket Type1,828921
FDS15,9195.0,Regular,7821891.0,Meat,1076596,OUT045,2002,Small,Tier 2,Supermarket Type1,3235788
FDT19,759.0,Regular,14492016.0,Fruits and Vegetables,174708,OUT013,1987,High,Tier 3,Supermarket Type1,2942836
FDE59,1215.0,Low Fat,62235983.0,Starchy Foods,345532,OUT013,1987,High,Tier 3,Supermarket Type1,359532
FDE04,1975.0,Regular,30166924.0,Frozen Foods,179766,OUT010,1998,Small,Tier 3,Grocery Store,719064
NCV17,1885.0,Low Fat,16104504.0,Health and Hygiene,1302626,OUT035,2004,Small,Tier 2,Supermarket Type1,23609268
FDC17,1215.0,Low Fat,1544786.0,Frozen Foods,2112928,OUT013,1987,High,Tier 3,Supermarket Type1,27351064
FDI45,131.0,Low Fat,37574137.0,Fruits and Vegetables,1742054,OUT035,2004,Small,Tier 2,Supermarket Type1,36772134
FDZ33,742.0,Low Fat,106876976.0,Snack Foods,1467076,OUT027,1985,Medium,Tier 3,Supermarket Type3,38429976
FDJ56,206.0,Low Fat,32111501.0,Fruits and Vegetables,10077,OUT019,1985,Small,Tier 1,Grocery Store,19974
FDN25,7895.0,Regular,61124626.0,Breakfast,585588,OUT013,1987,High,Tier 3,Supermarket Type1,1717764
FDC10,742.0,Regular,127599399.0,Snack Foods,1189098,OUT019,1985,Small,Tier 1,Grocery Store,1205098
FDQ22,1675.0,Low Fat,29785889.0,Snack Foods,389822,OUT049,1999,Medium,Tier 1,Supermarket Type1,6285152
NCR54,1635.0,Low Fat,60721772.89639115,Household,198211,OUT035,2004,Small,Tier 2,Supermarket Type1,2946165
DRK11,821.0,Low Fat,10762387.0,Hard Drinks,1495392,OUT035,2004,Small,Tier 2,Supermarket Type1,17896704
DRI37,1585.0,Low Fat,108206497.0,Soft Drinks,583904,OUT017,2007,Small,Tier 2,Supermarket Type1,4687232
FDX37,162.0,Low Fat,63127333.0,Canned,10047,OUT049,1999,Medium,Tier 1,Supermarket Type1,159792
FDF05,175.0,Low Fat,2687089.0,Frozen Foods,264491,OUT046,1997,Small,Tier 1,Supermarket Type1,3681874
FDW36,678.0,Low Fat,99681705.0,Baking Goods,1074622,OUT019,1985,Small,Tier 1,Grocery Store,3175866
FDI04,1365.0,Regular,72898645.0,Frozen Foods,1981426,OUT035,2004,Small,Tier 2,Supermarket Type1,1977426
FDB04,1135.0,Regular,63354531.0,Dairy,889856,OUT045,2002,Small,Tier 2,Supermarket Type1,12303984
FDU38,108.0,Low Fat,82534287.0,Dairy,1911504,OUT035,2004,Small,Tier 2,Supermarket Type1,44102592
FDY28,747.0,Regular,152024355.0,Frozen Foods,2118218,OUT013,1987,High,Tier 3,Supermarket Type1,14960526
FDP20,1985.0,Low Fat,45669236.0,Fruits and Vegetables,126402,OUT046,1997,Small,Tier 1,Supermarket Type1,1012016
FDC29,839.0,Regular,24342578.0,Frozen Foods,1136176,OUT017,2007,Small,Tier 2,Supermarket Type1,286294
FDR45,108.0,Low Fat,28988288.0,Snack Foods,2392222,OUT049,1999,Medium,Tier 1,Supermarket Type1,66926216
NCC42,15.0,Low Fat,44908404.0,Health and Hygiene,1402838,OUT046,1997,Small,Tier 1,Supermarket Type1,1404838
NCF42,1735.0,Low Fat,168329848.0,Household,1767712,OUT017,2007,Small,Tier 2,Supermarket Type1,28123392
FDZ45,141.0,Low Fat,111936685.0,Snack Foods,1988084,OUT010,1998,Small,Tier 3,Grocery Store,992042
FDB23,192.0,Regular,5620213.0,Starchy Foods,2266062,OUT017,2007,Small,Tier 2,Supermarket Type1,51912426
FDC41,156.0,Low Fat,117095014.0,Frozen Foods,78067,OUT049,1999,Medium,Tier 1,Supermarket Type1,1148505
FDA10,742.0,Low Fat,248301532.0,Snack Foods,1241072,OUT019,1985,Small,Tier 1,Grocery Store,2450144
NCM26,205.0,Low Fat,23274107.0,Others,154134,OUT017,2007,Small,Tier 2,Supermarket Type1,2909546
FDZ58,742.0,Low Fat,91354948.0,Snack Foods,1223072,OUT019,1985,Small,Tier 1,Grocery Store,1225072
FDW35,106.0,Low Fat,11087128.0,Breads,414454,OUT035,2004,Small,Tier 2,Supermarket Type1,1468089
FDX32,151.0,Regular,99839365.0,Fruits and Vegetables,1433786,OUT035,2004,Small,Tier 2,Supermarket Type1,17337432
FDK40,7035.0,Low Fat,21938404.0,Frozen Foods,264691,OUT018,2009,Medium,Tier 3,Supermarket Type2,5785802
FDD04,16.0,Low Fat,90480206.0,Dairy,1424154,OUT017,2007,Small,Tier 2,Supermarket Type1,19854156
FDP28,1365.0,Regular,80640478.0,Frozen Foods,2626936,OUT046,1997,Small,Tier 1,Supermarket Type1,41758976
NCL42,1885.0,Low Fat,40338009.0,Household,2467144,OUT013,1987,High,Tier 3,Supermarket Type1,66153888
DRB13,6115.0,Regular,7043008.0,Soft Drinks,190353,OUT035,2004,Small,Tier 2,Supermarket Type1,569259
FDC33,896.0,Regular,69219165.0,Fruits and Vegetables,1965768,OUT018,2009,Medium,Tier 3,Supermarket Type2,27590752
FDO58,196.0,Low Fat,39569689.0,Snack Foods,1659526,OUT035,2004,Small,Tier 2,Supermarket Type1,26312416
FDE34,9195.0,Low Fat,180588082.0,Snack Foods,1822634,OUT010,1998,Small,Tier 3,Grocery Store,3635268
NCE19,897.0,Low Fat,9301462.0,Household,527956,OUT046,1997,Small,Tier 1,Supermarket Type1,10373164
NCJ18,1235.0,Low Fat,274405193.0,Household,1171124,OUT010,1998,Small,Tier 3,Grocery Store,3555372
FDF52,93.0,Low Fat,66887123.0,Frozen Foods,1839292,OUT049,1999,Medium,Tier 1,Supermarket Type1,32837256
FDY04,177.0,Regular,42468413.0,Frozen Foods,162421,OUT035,2004,Small,Tier 2,Supermarket Type1,1468089
DRF49,727.0,Low Fat,71188446.0,Soft Drinks,1119518,OUT049,1999,Medium,Tier 1,Supermarket Type1,1138518
FDX27,207.0,Regular,191008614.0,Dairy,928436,OUT010,1998,Small,Tier 3,Grocery Store,1890872
FDV28,161.0,Regular,159595473.0,Frozen Foods,328558,OUT013,1987,High,Tier 3,Supermarket Type1,339558
FDE33,206.0,Regular,86905536.0,Fruits and Vegetables,788644,OUT019,1985,Small,Tier 1,Grocery Store,3142576
FDQ37,2075.0,Low Fat,89186387.0,Breakfast,1933478,OUT013,1987,High,Tier 3,Supermarket Type1,60061818
NCG30,202.0,Low Fat,112321218.0,Household,1236046,OUT046,1997,Small,Tier 1,Supermarket Type1,29881104
NCH29,551.0,Low Fat,34668802.0,Health and Hygiene,985726,OUT017,2007,Small,Tier 2,Supermarket Type1,17617068
FDV20,202.0,Regular,67329353.55021834,Fruits and Vegetables,1290678,OUT017,2007,Small,Tier 2,Supermarket Type1,35606984
FDG57,147.0,Low Fat,72592873.0,Fruits and Vegetables,485034,OUT018,2009,Medium,Tier 3,Supermarket Type2,8748612
FDU60,20.0,Regular,59889718.0,Baking Goods,1685132,OUT035,2004,Small,Tier 2,Supermarket Type1,28749244
NCH30,171.0,Low Fat,112402118.0,Household,112986,OUT010,1998,Small,Tier 3,Grocery Store,113186
NCM29,115.0,Low Fat,29529474.0,Health and Hygiene,1326626,OUT010,1998,Small,Tier 3,Grocery Store,2623252
FDB12,1115.0,Regular,105736638.0,Baking Goods,1044648,OUT018,2009,Medium,Tier 3,Supermarket Type2,21811608
FDD53,162.0,Low Fat,44291251.0,Frozen Foods,433454,OUT049,1999,Medium,Tier 1,Supermarket Type1,5033448
FDI44,161.0,Low Fat,100388706.0,Fruits and Vegetables,760328,OUT049,1999,Medium,Tier 1,Supermarket Type1,18535872
FDW56,206.0,Low Fat,70556945.0,Fruits and Vegetables,1912162,OUT027,1985,Medium,Tier 3,Supermarket Type3,75042318
FDA01,15.0,Regular,54599767.0,Canned,594904,OUT018,2009,Medium,Tier 3,Supermarket Type2,6444944
FDG47,128.0,Low Fat,69560905.0,Starchy Foods,2630252,OUT013,1987,High,Tier 3,Supermarket Type1,28855772
FDT40,5985.0,Low Fat,64515372.33913043,Frozen Foods,1252678,OUT035,2004,Small,Tier 2,Supermarket Type1,10173424
FDU20,1935.0,Regular,21453493.0,Fruits and Vegetables,1203098,OUT035,2004,Small,Tier 2,Supermarket Type1,25307058
NCP41,166.0,Low Fat,16276741.0,Health and Hygiene,1098596,OUT018,2009,Medium,Tier 3,Supermarket Type2,1617894
FDW36,678.0,Low Fat,56656942.0,Baking Goods,1062622,OUT027,1985,Medium,Tier 3,Supermarket Type3,23289684
FDN31,115.0,Low Fat,72994847.0,Fruits and Vegetables,189253,OUT049,1999,Medium,Tier 1,Supermarket Type1,1328271
NCU54,888.0,Low Fat,165073642.0,Household,207727,OUT010,1998,Small,Tier 3,Grocery Store,209727
FDS01,116.0,Low Fat,17744999.0,Canned,1779686,OUT046,1997,Small,Tier 1,Supermarket Type1,12443802
FDA23,98.0,Low Fat,47453947.0,Baking Goods,1017016,OUT017,2007,Small,Tier 2,Supermarket Type1,1518024
FDY08,9395.0,Regular,171422166.0,Fruits and Vegetables,1391838,OUT045,2002,Small,Tier 2,Supermarket Type1,16858056
FDJ28,123.0,Low Fat,21860985.0,Frozen Foods,1933162,OUT046,1997,Small,Tier 1,Supermarket Type1,30786592
DRF36,161.0,Low Fat,23577298.0,Soft Drinks,1926846,OUT046,1997,Small,Tier 1,Supermarket Type1,2866269
FDH44,191.0,Regular,43304681.0,Fruits and Vegetables,1475418,OUT010,1998,Small,Tier 3,Grocery Store,2942836
NCY54,843.0,Low Fat,177971115.0,Household,1740422,OUT049,1999,Medium,Tier 1,Supermarket Type1,20693064
FDR59,145.0,Regular,106894492.0,Breads,2604594,OUT010,1998,Small,Tier 3,Grocery Store,10466376
DRA59,827.0,Regular,127927931.0,Soft Drinks,1848924,OUT046,1997,Small,Tier 1,Supermarket Type1,44422176
